number,url,pdf_url,bibtex_url,author,issn,abstract,address,type,publisher,month,year,journal,title,entrytype,id,doi,keywords,pages,volume,chapter,pdf_name,has_pdf
616,https://timreview.ca/article/616,https://timreview.ca/sites/default/files/article_PDF/Maltby_TIMReview_October2012.pdf,https://timreview.ca/article/export/bibtex/616,Tony Maltby,1927-0321,"A set of principles, processes, and tools that entrepreneurs can use to rapidly internationalize their technology startups from inception does not exist. This article discusses entrepreneurs\textquoteright use of online social media networks to rapidly internationalize their startups from inception. The article was inspired by how the founders of Dewak S.A. rapidly internationalized their technology startup. Dewak was founded by five unemployed Colombians in June 2008. Two years later, foreign sales comprised 95% of the firm\textquoterights revenue and provided the founders with full-time employment. Dewak\textquoterights only channel to market was via online social media networks. 

Recognizing that entrepreneurs can use social media to amplify their tacit knowledge and convert it into sellable products and services contributes to the development of a learning-based view of rapid internationalization from inception. The article provides entrepreneurs seeking to launch and grow global businesses with four recommendations that may save them time and money and increase the size of their addressable markets. ",Ottawa,,Talent First Network,10/2012,2012,Technology Innovation Management Review,Using Social Media to Accelerate the Internationalization of Startups from Inception,article,616,http://doi.org/10.22215/timreview/616,"born global, entrepreneurship, globalization, internationalization, rapid internationalization, social media, startups, tacit knowledge, technology startup",22-26,2,,Maltby_TIMReview_October2012.pdf,True
617,https://timreview.ca/article/617,https://timreview.ca/sites/default/files/article_PDF/Poole_TIMReview_October2012.pdf,https://timreview.ca/article/export/bibtex/617,Robert Poole,1927-0321,The born-global approach calls for a startup to address the needs of a global market from inception. This approach provides an attractive alternative to the conventional staged approach to internationalization whereby a startup first operates in its home market and then enters one or more foreign markets sequentially. This article highlights the mindset change that an entrepreneur must make to move from the conventional staged approach to the born-global approach. The author of this article is an experienced entrepreneur and the article describes his own mindset change that occurred when enacting the born-global approach. The author uses his own experience and company as a case study to develop recommendations for other entrepreneurs who are evaluating the born-global approach to launch and grow a technology company. ,Ottawa,,Talent First Network,10/2012,2012,Technology Innovation Management Review,Global Mindset: An Entrepreneur\textquoterights Perspective on the Born-Global Approach,article,617,http://doi.org/10.22215/timreview/617,"born global, economic development, entrepreneurship, globalization, internationalization, startup",27-31,2,,Poole_TIMReview_October2012.pdf,True
618,https://timreview.ca/article/618,https://timreview.ca/sites/default/files/article_PDF/Yoos_TIMReview_October2012.pdf,https://timreview.ca/article/export/bibtex/618,Simar Yoos,1927-0321,"The study of technology startups that internationalize rapidly from inception has increased in recent years. However, little is known about their channels to market. This article addresses a gap in the ""born global"" literature by examining the channels used by six startups that internationalized rapidly from inception as well as the programs they used to support their channel partners and customers. The six startups examined combined the use of the Internet with: i) a relationship with a multi-national, ii) distributors, iii) re-sellers, or iv) a direct sales force. They also delivered programs to support partners and customers that focused on communications, alliance and network development, education, marketing and promotion, and financial incentives. 

This article informs entrepreneurs who need to design go-to-market channels to exploit global opportunities about decisions made by other entrepreneurs who launched born-global companies. Normative rules and practitioner-oriented approaches are needed to help entrepreneurs explain and apply the results presented in this article. ",Ottawa,,Talent First Network,10/2012,2012,Technology Innovation Management Review,Market Channels of Technology Startups that Internationalize Rapidly from Inception,article,618,http://doi.org/10.22215/timreview/618,"born global, channel partner, globalization, internationalization, market channels, marketing, startups",32-37,2,,Yoos_TIMReview_October2012.pdf,True
619,https://timreview.ca/article/619,https://timreview.ca/sites/default/files/article_PDF/TIMLecture_Blindside_BBB_TIMReview_October2012.pdf,https://timreview.ca/article/export/bibtex/619,Fred Dixon,1927-0321,,Ottawa,,Talent First Network,10/2012,2012,Technology Innovation Management Review,TIM Lecture Series - Growing a Global Company Anchored on Open Source Software,article,619,http://doi.org/10.22215/timreview/619,"BigBlueButton, entrepreneurship, global company, licenses, open source, startup, web conferencing",38-40,2,,TIMLecture_Blindside_BBB_TIMReview_October2012.pdf,True
623,https://timreview.ca/article/623,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_November2012.pdf,https://timreview.ca/article/export/bibtex/623,Chris McPhee,1927-0321,,Ottawa,,Talent First Network,11/2012,2012,Technology Innovation Management Review,Editorial: Insights (November 2012),article,623,http://doi.org/10.22215/timreview/623,"competitive advantage, global entrepreneurship, green innovation, innovation, process adaptability, process alignment, process ambidexterity, simulation, startups, supply chains",3-3,2,,Editorial_TIMReview_November2012.pdf,True
624,https://timreview.ca/article/624,https://timreview.ca/sites/default/files/article_PDF/Lampikoski_TIMReview_November2012.pdf,https://timreview.ca/article/export/bibtex/624,Tommi Lampikoski,1927-0321,"This article describes the pioneering green-innovation management practices of a resource-intensive corporation, Interface Inc., which is a globally operating carpet manufacturer. Even during the current economic downturn, many companies remain committed to advancing their green business agendas. However, recent research suggests that most of these companies are far from reaching substantial competitive advantage from this commitment because they lack the connection between their green agendas and core innovation-management activities. This study illustrates how Interface succeeded with radical green innovations by investing in managerial capabilities that allowed it to conduct research, recognize opportunities, and revolutionize the carpeting industry. These capabilities enabled Interface to continuously challenge and disrupt well-established management recipes, existing knowledge, and proven industrial practices, and they enabled it to create a sustainable competitive advantage through a winning portfolio of radical green innovations.",Ottawa,,Talent First Network,11/2012,2012,Technology Innovation Management Review,"Green, Innovative, and Profitable: A Case Study of Managerial Capabilities at Interface Inc.",article,624,http://doi.org/10.22215/timreview/624,"carpet industry, corporate sustainability, green innovation, interface, radical innovation",4-12,2,,Lampikoski_TIMReview_November2012.pdf,True
625,https://timreview.ca/article/625,https://timreview.ca/sites/default/files/article_PDF/Liotta_TIMReview_November2012.pdf,https://timreview.ca/article/export/bibtex/625,Giacomo Liotta,1927-0321,"On a daily basis, enterprises of all sizes cope with the turbulence and volatility of market demands, cost variability, and severe pressure from globally distributed competitors. Managing uncertainty about future demand requirements and volumes in supply-chain networks has become a priority. One of the ways to deal with uncertainty is the utilization of simulation techniques and tools, which provide greater predictability of decision-making outcomes. For example, simulation has been widely applied in decision-making processes related to global logistics and production networks at the strategic, tactical, and operational levels, where it is used to predict the impact of decisions before their implementation in complex and uncertain environments. Large enterprises are inclined to use simulation tools whereas small and medium-sized enterprises seem to underestimate its advantages. The objective of this article is to emphasize the relevance of simulation for the design and management of supply-chain networks from the perspective of small and medium-sized firms. ",Ottawa,,Talent First Network,11/2012,2012,Technology Innovation Management Review,Simulation of Supply-Chain Networks: A Source of Innovation and Competitive Advantage for Small and Medium-Sized Enterprises,article,625,http://doi.org/10.22215/timreview/625,"competitive advantage, innovation, simulation, small and medium-sized enterprises, SME, supply-chain network",13-20,2,,Liotta_TIMReview_November2012.pdf,True
626,https://timreview.ca/article/626,https://timreview.ca/sites/default/files/article_PDF/RenaudBot_1_TIMReview_November2012.pdf,https://timreview.ca/article/export/bibtex/626,Paul E. Renaud and Sonia D. Bot,1927-0321,"All firms use information technology (IT). Larger firms have IT organizations whose business function is to supply and manage IT infrastructure and applications to support the firm\textquoterights business objectives. Regardless of whether the IT function has been outsourced or is resident within a firm, the objectives of the IT organization must be aligned to the strategic needs of the business.

It is often a challenge to balance the demand for IT against the available supply within the firm. Most IT organizations have little capacity to carry out activities that go beyond the incremental ones that are needed to run the immediate needs of the business. A process-ambidexterity framework for IT improves the IT organization\textquoterights entrepreneurial ability, which in turn, better aligns the IT function with the business functions in the firm.

Process ambidexterity utilizes both process alignment and process adaptability. This article presents a framework for process alignment in IT. This is useful for understanding how the processes in Business Demand Management, a core component of the process-ambidexterity framework for IT, relate to those in IT Governance and IT Supply Chain Management. The framework is presented through three lenses (governance, business, and technology) along with real-world examples from major firms in the USA. Enabling process alignment in the IT function, and process ambidexterity overall, benefits those who govern IT, the executives who lead IT, as well as their peers in the business functions that depend on IT.",Ottawa,,Talent First Network,11/2012,2012,Technology Innovation Management Review,Enabling Process Alignment for IT Entrepreneurship,article,626,http://doi.org/10.22215/timreview/626,"exploitation, exploration, IT function, process alignment, process ambidexterity",13-20,2,,RenaudBot_1_TIMReview_November2012.pdf,True
627,https://timreview.ca/article/627,https://timreview.ca/sites/default/files/article_PDF/RenaudBot_2_TIMReview_November2012.pdf,https://timreview.ca/article/export/bibtex/627,Paul E. Renaud and Sonia D. Bot,1927-0321,"The continuous pressure to minimize IT costs challenges the IT function to achieve a balance between its own effectiveness and the productivity of the users in the business functions that it serves (i.e., user effectiveness). In many cases, user effectiveness is sacrificed to ensure IT function effectiveness. Process adaptability improves the IT organization\textquoterights entrepreneurial ability by balancing these conflicting productivity and performance objectives.

This article applies a process-ambidexterity framework to examine how process adaptability in IT is affected by the choice of different strategies for IT Demand Management as well as different fulfillment strategies for IT Supply Chain Management. Alternative fulfillment strategies are presented, along with criteria and indicators that impact IT and user effectiveness that have been applied within major firms. 

IT and senior business executives will find this article valuable for helping understand how they can influence the balance between IT and user productivity through their choice of different Demand Management and IT fulfillment strategies. Academic readers will discover that, while process adaptability in IT is an important enabler for implementing dynamic alignment between business and IT function objectives, there may be circumstances where IT process adaptability is not a priority for the business.",Ottawa,,Talent First Network,11/2012,2012,Technology Innovation Management Review,Process Adaptability in the IT Supply Chain,article,627,http://doi.org/10.22215/timreview/627,"exploitation, exploration, IT function, process adaptability, process ambidexterity, supply chain",33-40,2,,RenaudBot_2_TIMReview_November2012.pdf,True
628,https://timreview.ca/article/628,https://timreview.ca/sites/default/files/article_PDF/Rauchwerger_TIMReview_November2012.pdf,https://timreview.ca/article/export/bibtex/628,Sara Rauchwerger,1927-0321,,Ottawa,,Talent First Network,11/2012,2012,Technology Innovation Management Review,Q&A. What Does a Global Startup Need to Know to Enter China?,article,628,http://doi.org/10.22215/timreview/628,"born global, China, globalization, internationalization, market entry, market research, startup, strategy",41-45,2,,Rauchwerger_TIMReview_November2012.pdf,True
629,https://timreview.ca/article/629,https://timreview.ca/sites/default/files/article_PDF/TIM_Lecture_Biggs_TIMReview_November2012.pdf,https://timreview.ca/article/export/bibtex/629,Wes Biggs,1927-0321,,Ottawa,,Talent First Network,11/2012,2012,Technology Innovation Management Review,TIM Lecture Series - 29 Lessons Learned in Entrepreneurship,article,629,http://doi.org/10.22215/timreview/629,"entrepreneurship, lessons learned, startups, strategy, technology",46-48,2,,TIM_Lecture_Biggs_TIMReview_November2012.pdf,True
632,https://timreview.ca/article/632,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_December2012.pdf,https://timreview.ca/article/export/bibtex/632,Chris McPhee,1927-0321,,Ottawa,,Talent First Network,12/2012,2012,Technology Innovation Management Review,Editorial: Recent Research (December 2012),article,632,http://doi.org/10.22215/timreview/632,"consumer IT, electric vehicles, intellectual property, marketing strategy, neuromarketing, open source software, open source software foundations, research, Sprott School of Business, Technology Innovation Management program",3-5,2,,Editorial_TIMReview_December2012.pdf,True
633,https://timreview.ca/article/633,https://timreview.ca/sites/default/files/article_PDF/Hudson_TIMReview_December2012.pdf,https://timreview.ca/article/export/bibtex/633,David Hudson,1927-0321,"Why do some employees invest their own time and money to acquire consumer information technology (IT) for use in the workplace as corporate IT? This behaviour occurs even when their firms already possess considerable IT resources. Moreover, IT governance policies typically oppose the use of unsanctioned IT within the firm. IT governance assumes that the only IT assets that are relevant to the firm are those that are owned by the firm. However, employees can create value for the firm by combining their personal IT assets with the firm\textquoterights IT assets. Creating novel asset combinations is consistent with entrepreneurship but entrepreneurship theory does not address this type of voluntary employee entrepreneurship using personal IT assets. This article proposes a link between the theory of the firm and entrepreneurship theory to explain why employees act entrepreneurially. This link is significant because it advances the notion that employees of established firms can be entrepreneurial when they use their own consumer IT as corporate IT. This link is also significant because it suggests that managing employee entrepreneurship requires tolerance of value creation that is emergent and can occur within a firm. ",Ottawa,,Talent First Network,12/2012,2012,Technology Innovation Management Review,Managing Entrepreneurial Employees Who Bring Their Own IT to Work,article,633,http://doi.org/10.22215/timreview/633,"consumer IT, corporate IT, entrepreneurship, intrapreneur, theory of the firm, value creation",6-11,2,,Hudson_TIMReview_December2012.pdf,True
634,https://timreview.ca/article/634,https://timreview.ca/sites/default/files/article_PDF/Suomala_et_al_TIMReview_December2012.pdf,https://timreview.ca/article/export/bibtex/634,Jyrki Suomala and Lauri Palokangas and Seppo Leminen and Mika Westerlund and Jarmo Heinonen and Jussi Numminen,1927-0321,"This article presents neuromarketing as a way to detect brain activation during customer engagement. Neuromarketing is a field of marketing research that studies consumers\textquoteright sensorimotor, cognitive, and affective response to marketing stimuli. We established a Virtual Customer Journey model based on the consultative selling process to study customer engagement by using brain scans. Consultative selling suggests that a customer\textquoterights shopping experience is managed by the salesperson\textquoterights behaviour and in-store marketing assets, and that the customer gets engaged step by step. A total of 16 test subjects were shown video clips and still pictures from a consultative sales process at Nokia\textquoterights flagship stores, and their brain activity was scanned. The results show that test subjects were able to associate themselves with people and events on the video and they felt safe and comfortable during the consultative selling process. The study implies that laboratories can build virtual environments that resemble real shopping environments where customers can participate in the buying process and respond to events displayed on the screen, and that neuroimaging is useful in providing valuable information on customer behaviour that is not achievable otherwise.",Ottawa,,Talent First Network,12/2012,2012,Technology Innovation Management Review,Neuromarketing: Understanding Customers\textquoteright Subconscious Responses to Marketing,article,634,http://doi.org/10.22215/timreview/634,"brain scans, consultative selling, customer engagement, customer journey, fMRI, neuroimaging, neuromarketing",12-21,2,,Suomala_et_al_TIMReview_December2012.pdf,True
635,https://timreview.ca/article/635,https://timreview.ca/sites/default/files/article_PDF/Shanker_TIMReview_December2012.pdf,https://timreview.ca/article/export/bibtex/635,Aparna Shanker,1927-0321,"Research on open source software (OSS) has examined value creation primarily from the perspective of the individuals and suppliers that create the software. The perspective of enterprise users who use and pay for OSS has been largely neglected so far. Understanding what paying customers want and how to create products and services they value is the cornerstone of any business model. Therefore, research on what enterprise users value in OSS is of paramount importance to OSS solution suppliers; it can be used to create a new customer base and sustain an existing one. 
This study examines the value of OSS as perceived by enterprise customers. Through an analysis of three literature streams (firm participation in open source software, business models, and customer value), a model on customer value creation was developed. Interviews were conducted with nine decision makers from enterprises that use OSS in operational projects. The key findings of this research are that: i) the maturity of the software determines the degree to which customers value their relationship with the supplier; ii) customers value differentiating functionality and costs savings; and iii) switching costs with OSS depend on the size, complexity, and dependencies of the software itself. This research identifies the points of value that the suppliers of OSS should focus on, and it points to the need for marketing strategies that can demonstrate this value to enterprise customers. ",Ottawa,,Talent First Network,12/2012,2012,Technology Innovation Management Review,An Enterprise Perspective on Customer Value Propositions for Open Source Software,article,635,http://doi.org/10.22215/timreview/635,"business models, customer value creation, enterprise customers, marketing strategy, open source software, open source suppliers",28-36,2,,Shanker_TIMReview_December2012.pdf,True
636,https://timreview.ca/article/636,https://timreview.ca/sites/default/files/article_PDF/Prattico_TIMReview_December2012.pdf,https://timreview.ca/article/export/bibtex/636,Ludovico Prattico,1927-0321,"The research reported in this article attempts to discover who holds the power in open source software foundations through the analysis of governance documents. Artificial neural network analysis is used to analyse the content of the bylaws of six open source foundations (Apache, Eclipse, GNOME, Plone, Python, and SPI) for the purpose of identifying power structures. Results of the research suggest that: i) the actions of an open source software foundation are centered around one of three groups: Members, Chairman/President/Executive Director, and Board of Directors; ii) in only one of the six foundations is the Board of Directors responsible for both the community and the product; and iii) artificial neural network analysis of the content of bylaws provides unbiased insights of the power structure of open source software foundations. These results may prove useful to those who contribute to open source foundations and use their products and services.",Ottawa,,Talent First Network,12/2012,2012,Technology Innovation Management Review,Governance of Open Source Software Foundations: Who Holds the Power?,article,636,http://doi.org/10.22215/timreview/636,"artificial neural network, content analysis, keystones, management structures, open source, open source software foundations, organization, power",37-42,2,,Prattico_TIMReview_December2012.pdf,True
637,https://timreview.ca/article/637,https://timreview.ca/sites/default/files/article_PDF/Smith_TIMReview_December2012.pdf,https://timreview.ca/article/export/bibtex/637,Derek Smith,1927-0321,"The periodic power requirements of an electric vehicle are difficult to predict because the vehicle\textquoterights location, the amount of charge remaining in its batteries, and the timing of its next charge are not known. For clusters of electric vehicles, the problem is magnified, and there is a risk that the demand will strain and overload a power utility\textquoterights infrastructure. Operational managers are left with reactive management of the infrastructure that may defer or prevent a vehicle charge to balance power demands and safeguard the infrastructure.

In this article, the following key concepts are analyzed to provide background on the problem and to outline the requirements of any solution: i) demand uncertainty and reactive management approaches, ii) electric vehicle power requirements, and iii) demand-management telecommunication capabilities. Then, by abstraction, induction, and creative synthesis, a novel solution to the problem is proposed to provide real-time mobile communication of power requirements. The proposed solution has potential to create new service and business opportunities to managers and entrepreneurs.",Ottawa,,Talent First Network,12/2012,2012,Technology Innovation Management Review,Real-Time Mobile Communication of Power Requirements for Electric Vehicles,article,637,http://doi.org/10.22215/timreview/637,"disruptive innovation, electric utilities, electric vehicles, high-power devices, mobile communication, power grids, power requirements, telecommunications",22-27,2,,Smith_TIMReview_December2012.pdf,True
638,https://timreview.ca/article/638,https://timreview.ca/sites/default/files/article_PDF/TIM_Lecture_Freedman_TIMReview_December2012.pdf,https://timreview.ca/article/export/bibtex/638,Gordon Freedman,1927-0321,,Ottawa,,Talent First Network,12/2012,2012,Technology Innovation Management Review,TIM Lecture Series – Intellectual Property Paradigms for Global Business,article,638,http://doi.org/10.22215/timreview/638,"global business, intellectual property, IP, patents, strategy, trademarks",43-45,2,,TIM_Lecture_Freedman_TIMReview_December2012.pdf,True
643,https://timreview.ca/article/643,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_January2013.pdf,https://timreview.ca/article/export/bibtex/643,Chris McPhee and Maha Shaikh,1927-0321,,Ottawa,,Talent First Network,01/2013,2013,Technology Innovation Management Review,Editorial: Open Source Sustainability (January 2013),article,643,http://doi.org/10.22215/timreview/643,"governance, open source, oss, sustainability",3-6,3,,Editorial_TIMReview_January2013.pdf,True
644,https://timreview.ca/article/644,https://timreview.ca/sites/default/files/article_PDF/NymanLindman_TIMReview_January2013.pdf,https://timreview.ca/article/export/bibtex/644,Linus Nyman and Juho Lindman,1927-0321,"The right to fork open source code is at the core of open source licensing. All open source licenses grant the right to fork their code, that is to start a new development effort using an existing code as its base. Thus, code forking represents the single greatest tool available for guaranteeing sustainability in open source software. In addition to bolstering program sustainability, code forking directly affects the governance of open source initiatives. Forking, and even the mere possibility of forking code, affects the governance and sustainability of open source initiatives on three distinct levels: software, community, and ecosystem. On the software level, the right to fork makes planned obsolescence, versioning, vendor lock-in, end-of-support issues, and similar initiatives all but impossible to implement. On the community level, forking impacts both sustainability and governance through the power it grants the community to safeguard against unfavourable actions by corporations or project leaders. On the business-ecosystem level forking can serve as a catalyst for innovation while simultaneously promoting better quality software through natural selection. Thus, forking helps keep open source initiatives relevant and presents opportunities for the development and commercialization of current and abandoned programs.",Ottawa,,Talent First Network,01/2013,2013,Technology Innovation Management Review,"Code Forking, Governance, and Sustainability in Open Source Software",article,644,http://doi.org/10.22215/timreview/644,code forking; open source software; sustainability; innovation; planned obsolescence,7-12,3,,NymanLindman_TIMReview_January2013.pdf,True
645,https://timreview.ca/article/645,https://timreview.ca/sites/default/files/article_PDF/Schweik_TIMReview_January2013.pdf,https://timreview.ca/article/export/bibtex/645,Charles M. Schweik,1927-0321,"In this article, we summarize a five-year US National Science Foundation funded study designed to investigate the factors that lead some open source projects to ongoing collaborative success while many others become abandoned. Our primary interest was to conduct a study that was closely representative of the population of open source software projects in the world, rather than focus on the more-often studied, high-profile successful cases. After building a large database of projects (n=174,333) and implementing a major survey of open source developers (n=1403), we were able to conduct statistical analyses to investigate over forty theoretically-based testable hypotheses. Our data firmly support what we call the conventional theory of open source software, showing that projects start small, and, in successful cases, grow slightly larger in terms of team size. We describe the “virtuous circle” supporting conventional wisdom of open source collaboration that comes out of this analysis, and we discuss two other interesting findings related to developer motivations and how team members find each other. Each of these findings is related to the sustainability of these projects. ",Ottawa,,Talent First Network,01/2013,2013,Technology Innovation Management Review,Sustainability in Open Source Software Commons: Lessons Learned from an Empirical Study of SourceForge Projects,article,645,http://doi.org/10.22215/timreview/645,"commons, institutional analysis, internet-based collaboration, open source software, SourceForge",13-19,3,,Schweik_TIMReview_January2013.pdf,True
646,https://timreview.ca/article/646,https://timreview.ca/sites/default/files/article_PDF/Crowston_et_al_TIMReview_January2013.pdf,https://timreview.ca/article/export/bibtex/646,Kevin Crowston and Nicolas Jullien and Felipe Ortega,1927-0321,"Extensive research has been conducted over the past years to improve our understanding of sustainability conditions for large-scale collaborative projects, especially from an economic and governance perspective. However, the influence of recruitment and retention of participants in these projects has received comparatively less attention from researchers. Nevertheless, these concerns are significant for practitioners, especially regarding the apparently decreasing ability of the main open online projects to attract and retain new contributors. A possible explanation for this decrease is that those projects have simply reached a mature state of development. Marwell and Oliver (1993) and Oliver, Marwell, and Teixeira (1985) note that, at the initial stage in collective projects, participants are few and efforts are costly; in the diffusion phase, the number of participants grows, as their efforts are rewarding; and in the mature phase, some inefficiency may appear as the number of contributors is greater than required for the work.

In this article, we examine this possibility. We use original data from 36 Wikipedias in different languages to compare their efficiency in recruiting participants. We chose Wikipedia because the different language projects are at different states of development, but are quite comparable on the other aspects, providing a test of the impact of development on efficiency. Results confirm that most of the largest Wikipedias seem to be characterized by a reduced return to scale. As a result, we can draw interesting conclusions that can be useful for practitioners, facilitators, and managers of collaborative projects in order to identify key factors potentially influencing the adequate development of their communities over the medium-to-long term.",Ottawa,,Talent First Network,01/2013,2013,Technology Innovation Management Review,Sustainability of Open Collaborative Communities: Analyzing Recruitment Efficiency,article,646,http://doi.org/10.22215/timreview/646,"DEA modeling, efficiency, recruitment, Wikipedia",20-26,3,,Crowston_et_al_TIMReview_January2013.pdf,True
647,https://timreview.ca/article/647,https://timreview.ca/sites/default/files/article_PDF/NooriWeiss_TIMReview_January2013.pdf,https://timreview.ca/article/export/bibtex/647,Nadia Noori and Michael Weiss,1927-0321,"Open source software has evolved from being an effort driven by a collective of volunteers to become an integral part of commercial software. Constant demands for new features besides maintaining product quality made companies seek open source as an answer for these demands. These growing demands brought with them control of quality, architecture, contribution management, and community management. 

This article explores the governance strategies adopted by open source software projects to manage the quality of complements (such as plug-ins that extend a platform\textquoterights functionality) developed by community members outside the core team. The outcomes of the research contribute to our understanding of the strategies followed by different open source platform owners (the open source project initiators) to manage external innovation in the case of platform extensions in two areas: i) governance models and ii) regulatory tools. ",Ottawa,,Talent First Network,01/2013,2013,Technology Innovation Management Review,Going Open: Does it Mean Giving Away Control?,article,647,http://doi.org/10.22215/timreview/647,"and collaboration, governance, Open innovation, open source, platforms, regulatory tools",27-31,3,,NooriWeiss_TIMReview_January2013.pdf,True
648,https://timreview.ca/article/648,https://timreview.ca/sites/default/files/article_PDF/IngramArikan_TIMReview_January2013.pdf,https://timreview.ca/article/export/bibtex/648,David Ingram and Sevket Seref Arikan,1927-0321,"The past five decades have witnessed immense coevolution of methods and tools of information technology, and their practical and experimental application within the medical and healthcare domain. Healthcare itself continues to evolve in response to change in healthcare needs, progress in the scientific foundations of treatments, and in professional and managerial organization of affordable and effective services, in which patients and their families and carers increasingly participate.

Taken together, these trends impose highly complex underlying challenges for the design, development, and sustainability of the quality of supporting information services and software infrastructure that are needed. The challenges are multidisciplinary and multiprofessional in scope, and they require deeper study and learning to inform policy and promote public awareness of the problems health services have faced in this area for many years. The repeating pattern of failure to live up to expectations of policy-driven national health IT initiatives has proved very costly and remains frustrating and unproductive for all involved. 

In this article, we highlight the barriers to progress and discuss the dangers of pursuing a standardization framework devoid of empirical testing and iterative development. We give the example of the openEHR Foundation, which was established at University College London (UCL) in London, England, with members in 80 countries. The Foundation is a not-for-profit company providing open specifications and working for generic standards for electronic records, informed directly by a wide range of implementation experience. We also introduce the Opereffa open source framework, which was developed at UCL based on these specifications and which has been downloaded in some 70 countries. We argue that such an approach is now essential to support good discipline, innovation, and governance at the heart of medicine and health services, in line with the new mandate for health commissioning in the United Kingdom\textquoterights National Health Service (NHS), which emphasizes patient participation, innovation, transparency, and accountability. ",Ottawa,,Talent First Network,01/2013,2013,Technology Innovation Management Review,The Evolving Role of Open Source Software in Medicine and Health Services,article,648,http://doi.org/10.22215/timreview/648,"electronic health care record, information retrieval, open source framework, openEHR Foundation, persistence, standards based",32-39,3,,IngramArikan_TIMReview_January2013.pdf,True
649,https://timreview.ca/article/649,https://timreview.ca/sites/default/files/article_PDF/Curto-Millet_TIMReview_January2013.pdf,https://timreview.ca/article/export/bibtex/649,Daniel Curto-Millet,1927-0321,"Sustainability is often thought of as a binary state: an open source project is either sustainable or not. In reality, sustainability is much more complex. What makes this project more sustainable than that one? Why should it be assumed in the first place that sustainability is a prolonged state of an ingraced project? The threads are pulled from their yarns in many directions. 

This article attempts to reconceptualize some assumed notions of the processes involved in developing open source software. It takes the stance in favour of studying the fluctuant nature of open source and the associated artefacts, not as well-defined objects, but as commons that are continually built upon, evolved, and modified; sometimes in unexpected ways. Further, the governance of these commons is an ongoing process, tightly linked with the way in which these commons are allowed to further develop. This perspective of ""in-becoming"" is useful in understanding the efforts and processes that need to be provided to sustainably govern the development of open source projects and the advantages for managing requirements derived therein. ",Ottawa,,Talent First Network,01/2013,2013,Technology Innovation Management Review,Sustainability and Governance in Developing Open Source Projects as Processes of In-Becoming,article,649,http://doi.org/10.22215/timreview/649,"becoming, emergence, governance, open source, Ostrom, processes, requirements, sustainability",40-45,3,,Curto-Millet_TIMReview_January2013.pdf,True
650,https://timreview.ca/article/650,https://timreview.ca/sites/default/files/article_PDF/Asay_TIMReview_January2013.pdf,https://timreview.ca/article/export/bibtex/650,Matt Asay,1927-0321,,Ottawa,,Talent First Network,01/2013,2013,Technology Innovation Management Review,Q&A. Is Open Source Sustainable?,article,650,http://doi.org/10.22215/timreview/650,"Apache, GPL, licenses, open source, sustainability",46-49,3,,Asay_TIMReview_January2013.pdf,True
654,https://timreview.ca/article/654,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_February2013.pdf,https://timreview.ca/article/export/bibtex/654,Chris McPhee and Steven Muegge,1927-0321,,Ottawa,,Talent First Network,02/2013,2013,Technology Innovation Management Review,"Editorial: Platforms, Communities, and Business Ecosystems (February 2013)",article,654,http://doi.org/10.22215/timreview/654,"business ecosystems, communities, platforms, technology entrepreneurship",3-4,3,,Editorial_TIMReview_February2013.pdf,True
655,https://timreview.ca/article/655,https://timreview.ca/sites/default/files/article_PDF/Muegge_TIMReview_February2013.pdf,https://timreview.ca/article/export/bibtex/655,Steven Muegge,1927-0321,"Technology entrepreneurs are increasingly building businesses that are deliberately anchored in platforms, communities, and business ecosystems. Nonetheless, actionable, evidence-based advice for technology entrepreneurs is scarce. Platforms, communities, and ecosystems are active areas of management research, but until recently, each has been studied in separate research programs, with results published in different venues, and often examined from the perspectives of incumbent managers or policy makers rather than entrepreneurs and new entrants.

This article re-examines these phenomena from the perspective of technology entrepreneurs facing strategic choices about interconnected systems of platforms, communities, and business ecosystems, and decisions about the nature and extent of participation. It brings together insights from a wide range of published sources. For entrepreneurs, it provides an accessible introduction to what can be a complex topic, identifies a set of practical considerations to be accounted for in decision-making, and offers a guide for further reading. For researchers and graduate students seeking practical and high-impact research problems, it provides an entry point to the research literature and identifies gaps in the current body of knowledge, especially regarding the system-level interactions between subsystems. ",Ottawa,,Talent First Network,02/2013,2013,Technology Innovation Management Review,"Platforms, Communities, and Business Ecosystems: Lessons Learned about Technology Entrepreneurship in an Interconnected World",article,655,http://doi.org/10.22215/timreview/655,"architecture of participation, business ecosystem, community, platform, technology entrepreneurship",5-15,3,,Muegge_TIMReview_February2013.pdf,True
