number,url,pdf_url,bibtex_url,author,issn,abstract,address,type,publisher,month,year,journal,title,entrytype,id,doi,keywords,pages,volume,chapter
216,http://timreview.ca/article/216,,https://timreview.ca/article/export/bibtex/216,Michael Grove,1913-6102,The objective of this article is to argue for a new model that guides the efforts of multiple stakeholders to solve a problem. The new model is referred to as Open Innovation 2.0 Its main benefit is to gain competitive advantage through effective spending combined with enterprise to enterprise collaboration instead of traditional cost reduction.,Ottawa,Articles,Talent First Network,12/2008,2008,Open Source Business Resource,Open Innovation 2.0,article,216,,,,,
218,http://timreview.ca/article/218,,https://timreview.ca/article/export/bibtex/218,Dru Lavigne and Donald Smith,1913-6102,"In  The Role of Participation Architecture in Growing Sponsored Open Source Communities, Joel West and Siobhan O\textquoterightMahony argue that ""to some extent, firms and technical communities have always collaborated to create standards, shared infrastructure, and innovation outcomes that are bigger than any one firm can achieve."" and that ""there is increasing evidence that path breaking innovations cannot occur without a community to interpret, support, extend and diffuse them"". When considered in this light, it should not be surprising that more enterprises, both large and small, are increasing their participation in open source communities to drive innovation.

The theme for this month\textquoterights issue of the OSBR is enterprise participation and the authors provide practical advice for effective enterprise/community collaboration. Their experiences provide perspectives on: i) the Eclipse Foundation, which maintains an ecosystem of over 150 enterprises that participate in Eclipse open source projects; ii) an independent software vendor that sells closed source solutions constructed on top of an open source platform to large enterprise customers; iii) the impact of major players collaborating on a common open source platform for the mobile industry; iv) the role users can play in the very large (over 14 million) GNOME community; and v) the lessons a scientist from the National Research Council of Canada learned when he released software and started a small open source community.",Ottawa,Editorial,Talent First Network,01/2009,2009,Open Source Business Resource,Editorial: Enterprise Participation (January 2009),article,218,,,,,
219,http://timreview.ca/article/219,,https://timreview.ca/article/export/bibtex/219,Ian Skerrett,1913-6102,"Open source has been many things to many people. In most cases, open source software  has focused on the tools and the infrastructure software used to build and deploy applications. Relative to infrastructure, little use or investment has occurred in the development of industry specific or vertical oriented open source solutions. This is not only a missed opportunity for organizations, but it is also possibly the next wave of open source collaborations.

An important lesson of OSS is a development process that requires collaboration between individuals and organizations that isn\textquoterightt necessarily driven by a traditional hierarchy of command and control. Information technology departments are driven to be more efficient while simultaneously creating innovative new solutions to meet their business needs. More and more, companies are turning to external sources for ideas that drive innovation. A series of books by Henry Chesbrough has coined the term ""innovation networks"" to discuss research and development departments that treat their research and development systems as an open system. They describe how to include partners, customers and even competitors as part of an extended research and development team.

However, that series does not answer the question ""can OSS can be used to establish innovation networks for IT departments?"". Further, what steps are required to establish a successful software innovation network and what are the resulting benefits for organizations? For the most part, this article will draw upon the experiences of Eclipse open source projects. These projects often include competing independent software vendors that collaborate on building a common platform for developer tools integration.",Ottawa,Articles,Talent First Network,01/2009,2009,Open Source Business Resource,Collaborative Software Development in the Enterprise,article,219,,,,,
220,http://timreview.ca/article/220,,https://timreview.ca/article/export/bibtex/220,Kingston Duffie,1913-6102,"Selling software to consumers is tough as they want perfection and expect to pay nothing. Consumers are fickle and the competition can be fierce. By comparison, large enterprises have big problems and buckets of money to spend on solutions, allowing you to focus your marketing on a small target. While large enterprises sound like ideal customers, the small independent software vendor selling to a large enterprise faces long sales cycles, extreme quality expectations, challenges integrating into a complex jungle of pre-existing systems, and the need to partner with others to create a complete solution.

At Fanfare, we believe that there are a variety of successful software business models that employ open source strategies. One such strategy is to sell closed source solutions constructed on top of an open source platform. In fact, the Eclipse Foundation considers enabling this kind of business model as one of its mandates. We sell a complete system test automation solution that is built on top of Eclipse and sold to customers as a ""turnkey"" solution using Eclipse\textquoterights Rich Client Platform technology.

In this article, we examine six benefits of this approach. Some of these benefits apply to any ISV, but many are specific advantages for ISVs selling into large enterprises.",Ottawa,Articles,Talent First Network,01/2009,2009,Open Source Business Resource,The Benefits to ISVs of Working with Large Enterprise Consumers on Open-Source Projects,article,220,,,,,
221,http://timreview.ca/article/221,,https://timreview.ca/article/export/bibtex/221,Stephen R. Walli,1913-6102,"The promise of the mobile Internet has been long in coming. In 1992, then Apple CEO John Sculley was promising this ""pocket-sized digital communicating devices"" market would be ""the mother of all markets"", while Intel CEO Andrew Grove called it ""a pipe dream driven by greed."" Since then the mobile phone business has exploded, and personal digital assistants like the Palm Pilot have burst onto the scene. The launch of the RIM Blackberry brought a real email interface to the PDA world. The World Wide Web itself continues to grow enormously, with Netcraft\textquoterights December 2008 survey receiving responses from 186,727,854 websites.

We are just now arriving at a convergence in the market that is 16 years in the making. Handset and PDA manufacturers, mobile network operators, chip manufacturers, and computer platform hardware and software vendors all collide with the economics of the Web, collaborative development, and open source software. Indeed, we are seeing a point in history in which the mobile handset manufacturers and their partners are using open source software and collaborative development to ensure they do not get trapped in the narrow margin price war that caught the personal computer original equipment manufacturers in the previous technology wave.",Ottawa,Articles,Talent First Network,01/2009,2009,Open Source Business Resource,The Arrival of the Mobile Internet Thanks to the Economics of Open Source Software,article,221,,,,,
222,http://timreview.ca/article/222,,https://timreview.ca/article/export/bibtex/222,Stormy Peters,1913-6102,"The software provided by the GNOME Project is produced by a large community comprised of several thousand developers, translators, quality assurance testers, and documentation writers. Consumers are represented in the community by technical users and organizations that distribute GNOME technologies. And while the community reaches out regularly to non-technical end users and welcomes any that approach the community, these two worlds rarely interact. 

This article draws upon our experience within the GNOME Project to examine the question ""Why do consumers and the community rarely interact?"". Our insights may prove useful for other projects and consumers wishing more interaction.",Ottawa,Articles,Talent First Network,01/2009,2009,Open Source Business Resource,The Role of Consumers Within an Open Source Community,article,222,,,,,
223,http://timreview.ca/article/223,,https://timreview.ca/article/export/bibtex/223,Alain Désilets,1913-6102,"In this paper, we present a series of lessons learned on how to effectively run a small open source community. These lessons are based on my own experience as the leader of VoiceCode, a project that aims at developing an integrated programming-by-voice toolbox. It provides tools that allow programmers with Repetitive Strain Injury (RSI) to write computer code by talking to their machine instead of typing.

The VoiceCode project started in 1999 by the National Research Council of Canada, and was first officially released in 2003. The system is now at a point where it can be used by programmers to do real work, and there have been over 9,100 downloads so far. The project has also attracted the attention of the media.

In the process of leading this project, we have learned many important lessons; too many to discuss exhaustively here. We will however share three that seem particularly important.",Ottawa,Articles,Talent First Network,01/2009,2009,Open Source Business Resource,So You Wanna be a Linus Torvalds? The Do\textquoterights and Don\textquoterightts of Running a Small Open Source Project,article,223,,,,,
225,http://timreview.ca/article/225,,https://timreview.ca/article/export/bibtex/225,Dru Lavigne,1913-6102,"<b><i>The number of market offers</i></b>  that rely on open source to generate companies\textquoteright revenues is increasing. Open source has transformed how we develop software, hardware, content, and scientific knowledge. It is now transforming how we commercialize the market offers that generate revenue for companies that rely on open source projects. 

<b><i>Commercialization is the theme of</i></b> the February issue of the OSBR. The focus is on how new market offers that use open source to make money.",Ottawa,Editorial,Talent First Network,02/2009,2009,Open Source Business Resource,Editorial: Commercialization (February 2009),article,225,,,,,
226,http://timreview.ca/article/226,,https://timreview.ca/article/export/bibtex/226,Tony Bailetti,1913-6102,"For a company\textquoterights commercialization efforts to succeed, it needs to come up with great market offers which have great business models. Open source (OS) is neither a business model nor a market offer. A market offer with a weak business model will derive little benefit from OS regardless of how good the OS may be.

Little is known about how OS strengthens the business model of a company\textquoterights market offer. This article provide a conceptual tool that can be used to capture, share and communicate the strength of a company\textquoterights business model and help articulate tacit knowledge into explicit knowledge. The second half of the article provides many examples that show how OS strengthens a company\textquoterights business model.

This paper is relevant to: i) top management teams who must formulate their companies\textquoteright business models clearly and communicate what is expected from OS; ii) top management teams who are considering investing in OS projects, participating in OS development, or influencing schedules and priorities of OS projects; iii) staff of OS foundations who must attract company investment and participation in their OS projects; and iv) academics who undertake research in the alignment of product development and OS evolution for the purpose of improving business performance",Ottawa,Articles,Talent First Network,02/2009,2009,Open Source Business Resource,How Open Source Strengthens Business Models,article,226,,,,,
227,http://timreview.ca/article/227,,https://timreview.ca/article/export/bibtex/227,Peter Carbone,1913-6102,"This article highlights the relevance of new business models and ecosystems in the knowledge-era economy. We begin with an introduction then argue that the shift in what is valued drives the need for new business models. The third section provides examples of innovative business models. The fourth section describes two key roles in an ecosystem: keystone and niche player. Finally, the last section provides the conclusions of this article.",Ottawa,Articles,Talent First Network,02/2009,2009,Open Source Business Resource,The Emerging Promise of Business EcoSystems,article,227,,,,,
228,http://timreview.ca/article/228,,https://timreview.ca/article/export/bibtex/228,Edy Ferreira and Stoyan Tanev,1913-6102,"The study of open source software (OSS) development and business strategies has become the subject of significant research interest. However, there is little research on business models associated with the development of open source assets other than software such as hardware or content. This article provides an overview of current business models for creating revenue for both open source software and hardware. It then summarizes our research of market offers to identify the ways companies use open source hardware (OSH) projects to make money. The research results provide insights about the dimensions of open source business models in an area other than typical software development.",Ottawa,Articles,Talent First Network,02/2009,2009,Open Source Business Resource,How Companies Make Money Through Involvement in Open Source Hardware Projects,article,228,,,,,
229,http://timreview.ca/article/229,,https://timreview.ca/article/export/bibtex/229,David A. Wheeler,1913-6102,"Many people mistakenly use the term ""commercial software"" as if it was the opposite of Free/Libre Open Source Software (F/LOSS). This is in spite of: i) the rise in commercial development and support for F/LOSS; ii) the goal of most F/LOSS projects to incorporate improvements, which is actually a form of financial gain; iii) official definitions of ""commercial item"" that include F/LOSS; and iv) F/LOSS licenses and projects that clearly approve of commercial support.

In reality, there are two types of commercial software: proprietary software and F/LOSS. This paper provides examples for each of the four points mentioned above, briefly notes some alternative terms, and ends with some conclusions, and explains why it is important to understand that F/LOSS software is almost always commercial. ",Ottawa,Articles,Talent First Network,02/2009,2009,Open Source Business Resource,F/LOSS is Commercial Software,article,229,,,,,
230,http://timreview.ca/article/230,,https://timreview.ca/article/export/bibtex/230,Jennifer Bell,1913-6102,"Industry analyst Gartner describes web services based on open government data as having a ""greater potential effect on the ability to transform government than anything else in the Web 2.0 world"". In his technology platform, Barack Obama has made groundbreaking promises related to increasing government accountability by: i) publishing data in open formats; and ii) using online tools to involve citizens in government decision making. These transformative ideas have not yet spread to politics in Canada.

As citizens, we trust that money is being wisely spent on the systems that run our country. We trust that the people governing us have the skills, time, and information they need to make the best decisions. We trust that bureaucracies are well-designed and that the people in them are motivated to make those bureaucracies better. Unfortunately, it\textquoterights hard to trust what you can\textquoterightt see. By publishing information in open, machine-readable formats, governments can take a powerful step towards building public trust. By sharing information, governments can start to channel the expertise of the citizenry outside of the civil service to build more effective and inclusive ways of running the country.

The non-profit VisibleGovernment.ca is working to make online tools for civic participation based on open government data a reality in Canada. This article describes why open government data is not only a requirement for greater government transparency, but also a valuable investment in our country\textquoterights infrastructure.",Ottawa,Articles,Talent First Network,02/2009,2009,Open Source Business Resource,Government Transparency via Open Data and Open Source,article,230,,,,,
231,http://timreview.ca/article/231,,https://timreview.ca/article/export/bibtex/231,Mike Kavis,1913-6102,How can individual or small business give back to an open source community?,Ottawa,Q and A,Talent First Network,02/2009,2009,Open Source Business Resource,Q&A. How can an individual or small business give back to an open source community?,article,231,,,,,
233,http://timreview.ca/article/233,,https://timreview.ca/article/export/bibtex/233,Dru Lavigne and Dave McIlhagga,1913-6102,"The recent emergence of MapQuest, Google Earth, Garmin GPS, and many other modern geospatial products make it seem that mapping technologies are a relatively new component of today\textquoterights information technologies. In fact, the mapping industry was one of the original adopters of technology when geographic information systems were first developed over 40 years ago. The fruits of this backroom technology, once the domain of highly trained specialists, is now being leveraged by hundreds of millions, if not billions, of consumers around the world.

Open source geospatial technologies have followed this same path from niche technology to mainstream component and are now critical to many of the applications that business and consumers use on a daily basis. Google Earth, for instance, incorporates a critical component of the open source geospatial stack to deliver satellite imagery to several hundred million installations around the planet. In the following articles, you will learn more about how these critical niche technologies have evolved from small grassroots activities to thriving technology projects under the umbrella of the Open Source Geospatial Foundation, and ultimately into key commercial components of industry.",Ottawa,Editorial,Talent First Network,02/2009,2009,Open Source Business Resource,Editorial: Geospatial (March 2009),article,233,,,,,
234,http://timreview.ca/article/234,,https://timreview.ca/article/export/bibtex/234,Paul Ramsey,1913-6102,"Open source has seen great success in general information processing, but does it have a future in vertical markets? In this article, we examine how geospatial open source provides an example of the market challenges of a mid-sized vertical market.",Ottawa,Articles,Talent First Network,02/2009,2009,Open Source Business Resource,Geospatial: An Open Source Microcosm,article,234,,,,,
235,http://timreview.ca/article/235,,https://timreview.ca/article/export/bibtex/235,Tyler Mitchell,1913-6102,"Furthering the adoption of open source software (OSS) is often seen as a natural, contagious progression as more developers and users share with others about the success of their projects. But how can an open source project even hope to compete with proprietary commercial products with massive marketing budgets and staff? Aside from not typically having large financial resources for marketing, other factors can lead enterprise users to look elsewhere for guarantees of product longevity and a robust support ecosystem around the product. Without these features, many users and businesses alike would not consider the software as an option or have a desire to become involved.

This is equally true with open source geospatial software projects which are focused on presenting freely available mapping and geographic analysis tools to the world. The Open Source Geospatial Foundation seeks to address the needs mentioned above, to promote the excellent software that is available, and to provide a model where businesses can join in promotion and development. OSGeo undertook some novel approaches to encouraging new and existing support options which boosted confidence within the business sector by helping to ensure that project code will be publicly accessible for years to come.

In this article, we discuss the factors needed to get open source geospatial products into the hands of those users willing to test, use and eventually admire them as their favourites, or to go one step further and recommend them as a corporate solution. We examine the advantages provided by using marketing to help promote open source projects and then consider how this can boost business confidence in the use of the software. The article closes with a look at how a natural ecosystem of open source users is able to create something bigger and more consequential than each project could attain on its own.",Ottawa,Articles,Talent First Network,02/2009,2009,Open Source Business Resource,Reassuring End Users Of Open Source: The OSGeo Example,article,235,,,,,
236,http://timreview.ca/article/236,,https://timreview.ca/article/export/bibtex/236,Mark Lucas and Scott Bortman,1913-6102,"The availability of geospatial data sets is exploding. New satellites, aerial platforms, video feeds, global positioning system tagged digital photos, and traditional GIS information are dramatically increasing across the globe. These raw materials need to be dynamically processed, combined and correlated to generate value added information products to answer a wide range of questions.

This article provides an overview of OMAR web based geospatial processing. OMAR is part of the Open Source Software Image Map  project under the Open Source Geospatial Foundation. The primary contributors of OSSIM make their livings by providing professional services to US Government agencies and programs. OMAR provides one example that open source software solutions are increasingly being deployed in US government agencies. We will also summarize the capabilities of OMAR and its plans for near term development.",Ottawa,Articles,Talent First Network,02/2009,2009,Open Source Business Resource,Open Source Web Based Geospatial Processing with OMAR,article,236,,,,,
237,http://timreview.ca/article/237,,https://timreview.ca/article/export/bibtex/237,Andrew Ross,1913-6102,"Soon after Codd wrote his paper on relational algebra in 1970, relational databases significantly changed the way people manage data. Today, relational databases are the workhorses of enterprise data storage. Similarly, imagine a world without email or the Internet. What will the next ""killer app"" or ""killer service"" look like? What kinds of attributes and features will it provide?

In this article, we provide a primer on geospatial technology. We then explain possible reasons for growth in the geospatial industry, examine Ingres\textquoteright geospatial project, and relate the material to learnings about open source as a protocol for business.",Ottawa,Articles,Talent First Network,02/2009,2009,Open Source Business Resource,"Geospatial Primer: in Search of the Next ""Killer App""",article,237,,,,,
238,http://timreview.ca/article/238,,https://timreview.ca/article/export/bibtex/238,Haris Kurtagic and Geoff Zeiss,1913-6102,"In ""What is Web 2.0?"" Tim O\textquoterightReilly identifies the characteristics that distinguish Web 2.0 from the first generation of Web applications. One key aspect is participation. Instead of users simply consuming information, Web 2.0 technology enables all of us to participate in building content. The power of Web 2.0, in Tim O?Reilly?s words, is that it provides a platform for ""harnessing collective intelligence"". Perhaps the best known example of this is Wikipedia, which is distinguished from other online encyclopedias by the fact that its content is provided by users rather than a small group of experts. This model has been so successful, even the Encyclopedia Britannica has adopted a Web 2.0 approach.

A critical challenge to participation is interoperability--integrating the islands of technology that characterize most information technology organizations. There have been earlier attempts to create a standard framework for distributed computing such as CORBA and DCOM, but the complexity of these environments has limited their adoption. A more recent and simpler approach is Representational State Transfer (REST). In this article we begin with an examination of the critical challenges facing organizations responsible for maintaining our utility, telecommunications and transportation infrastructure, outline how open standards are helping to address these challenges, and then discuss how geospatial data and services can be exposed over the web. We introduce REST, outline a RESTful implementation of geospatial web services that provides simple and open access to geospatial data over the web using standard web protocols, and describe a prototype web site developed using RESTful web services by the City of Nanaimo.",Ottawa,Articles,Talent First Network,02/2009,2009,Open Source Business Resource,A RESTful Implementation of Geospatial Web Services,article,238,,,,,
240,http://timreview.ca/article/240,,https://timreview.ca/article/export/bibtex/240,Dru Lavigne and Michael Weiss,1913-6102," A few short years ago, the term ""Internet"" reflected the technical savvy sitting at a workstation reading email or using a search engine to find data. Today, people of all ages are using all manner of devices to: obtain public transit directions with Google Maps, share photos using Flickr and videos using YouTube, Tweet their whereabouts, meet new friends through Facebook, and perform countless other activities which have quickly become ubiquitous to every day life.

This new generation of online activities is the result of open APIs, mashups, and rich Internet applications. These concepts are the focus of the April issue of the OSBR. The authors have done an excellent job of taking the editorial theme of ""Open APIs"" from the mysterious realm of programming into their applicability to daily life and business.",Ottawa,Editorial,Talent First Network,04/2009,2009,Open Source Business Resource,Editorial: Open APIs (April 2009),article,240,,,,,
241,http://timreview.ca/article/241,,https://timreview.ca/article/export/bibtex/241,TIM Program,1913-6102,"This article provides a glossary of terms associated with open APIs which can serve as an introduction to the other articles in this issue of the OSBR. We conclude with some additional resources, video and text, which present further thoughts on the business value inherent in open APIs.",Ottawa,Articles,Talent First Network,04/2009,2009,Open Source Business Resource,An Introduction to Open APIs,article,241,,,,,
242,http://timreview.ca/article/242,,https://timreview.ca/article/export/bibtex/242,Michael Weiss,1913-6102,"Mashups enable, users to ""mix and match"" data and user interface elements from different online information sources to create new applications. The creation of mashups is supported by a complex ecosystem of interconnected data providers, mashup platforms, and users. In our recent research, we examined the structure of the mashup ecosystem and its growth over time. The main contribution of our research is a method for the analysis of mashup ecosystems. Its novelty lies in the development of techniques for mapping the mashup ecosystem, and the use of network analysis to obtain key characteristics of the ecosystem and identify significant ecosystem members and their relationships. In this paper, we summarize the key steps of our analysis method, describe the members of the mashup ecosystem, and discuss the managerial implications of our analysis. 
",Ottawa,Articles,Talent First Network,04/2009,2009,Open Source Business Resource,Mapping Mashup Ecosystems,article,242,,,,,
243,http://timreview.ca/article/243,,https://timreview.ca/article/export/bibtex/243,G.R. Gangadharan,1913-6102,"Two major trends in software development today are the open source paradigm and the notion of software as a service. The combination of these has lead to the concept of open APIs and mashups. Since late 2005, there has been a rapid proliferation of applications, referred to as mashups, that combine data and services provided by third parties through open APIs with data sources owned by users. Open APIs give users access to the data or services of an information technology platform. A well-known example is the Google Maps API, which generates maps for a given location, whose output can be combined with other data and services into mashups.

Combining services and data from multiple sources raises several issues related to intellectual rights in mashups. However, the concept of mashups is currently in a nascent stage, and service and data providers often underestimate the relevance of these issues. In this paper we give an overview of open API licensing and provide examples from current open APIs. We then briefly discuss licensing of open APIs. ",Ottawa,Articles,Talent First Network,04/2009,2009,Open Source Business Resource,Licensing of Open APIs,article,243,,,,,
244,http://timreview.ca/article/244,,https://timreview.ca/article/export/bibtex/244,Owen Byrne,1913-6102,"Since 2004, the number of Rich Internet Applications has increased, making them a key component of the Web 2.0 phenomenon. Many RIAs have been developed using JavaScript and AJAX. AJAX is used to access remote data sources, that reside on the server or are available through an open API, directly from within the application. The rich variety of applications would not be available today without the concurrent appearance of many, powerful JavaScript toolkits that have taken the development of these applications from labour-intensive to nearly painless. These toolkits provide an open source alternative to the proprietary products developed by Adobe (Flash/Flex/Air) and Microsoft (Silverlight).

This article provides two examples that demonstrate the evolution of RIAs, then compares the features of the most commonly used JavaScript Toolkits used to create RIAs. We then discuss how freely available toolkits are able to compete against proprietary alternatives. Finally, we provide some concluding remarks based on our experience with creating enterprise RIAs. 
",Ottawa,Articles,Talent First Network,04/2009,2009,Open Source Business Resource,Using JavaScript Toolkits to Create Rich Internet Applications,article,244,,,,,
245,http://timreview.ca/article/245,,https://timreview.ca/article/export/bibtex/245,Steven Muegge and Roberto Milev,1913-6102," Modularity of an open source software code base has been associated with growth of the software development community, the incentives for voluntary code contribution, and a reduction in the number of users who take code without contributing back to the community. As a theoretical construct, modularity links OSS to other domains of research, including organization theory, the economics of industry structure, and new product development. However, measuring the modularity of an OSS design has proven difficult, especially for large and complex systems.

In this article, we describe some preliminary results of recent research at Carleton University that examines the evolving modularity of large-scale software systems. We describe a measurement method and a new modularity metric for comparing code bases of different size, introduce an open source toolkit that implements this method and metric, and provide an analysis of the evolution of the Apache Tomcat application server as an illustrative example of the insights gained from this approach. Although these results are preliminary, they open the door to further cross-discipline research that quantitatively links the concerns of business managers, entrepreneurs, policy-makers, and open source software developers. ",Ottawa,Articles,Talent First Network,04/2009,2009,Open Source Business Resource,Measuring Modularity in Open Source Code Bases,article,245,,,,,
246,http://timreview.ca/article/246,,https://timreview.ca/article/export/bibtex/246,Byron Thom,1913-6102,"The University of Ottawa, Faculty of Law is Canada\textquoterights premiere legal program in law and technology. The Torys Technology Law Speaker Series  brings prominent speakers from around the world to discuss current topics in law and technology.

A new approach to open source software was presented to students and faculty at the University of Ottawa on March 11, 2009. Michael Madison, Associate Dean for Research and Professor of Law at the University of Pittsburgh School of Law, presented ""Open Source Licenses and the Boundaries of Knowledge Production"". Prof. Madison spent time outlining and answering questions on a novel interpretation of copyright in the age of OSS. Using historical examples, he called for the courts to incorporate a spatial framework to deal with open source licenses. His approach was particularly relevant and timely in light of a recent opinion from the US Court of Appeals for the Federal Circuit, Jacobsen v. Katzer. ",Ottawa,Articles,Talent First Network,04/2009,2009,Open Source Business Resource,Torys Technology Law Speaker Series: Open Source Licenses and the Boundaries of Knowledge Production,article,246,,,,,
248,http://timreview.ca/article/248,,https://timreview.ca/article/export/bibtex/248,Dru Lavigne and James Bowen,1913-6102,"Last summer, the Center for Strategic and International Studies published the sixth update to their Open Source Policy survey. The survey ""tracks governmental policies on the use of open source software as reported in the press or other media."" The report lists 275 open source policy initiatives. It also breaks down by country and by government level whether the policy on the use of open source is considered to be advisory, preferential, or mandatory.

The editorial theme for the May issue of the OSBR is ""open source in government"" and we are pleased that the authors have drawn upon their experiences to provide insight into public policy regarding open source for many parts of the world.",Ottawa,Editorial,Talent First Network,05/2009,2009,Open Source Business Resource,Editorial: Open Source in Government (May 2009),article,248,,,,,
249,http://timreview.ca/article/249,,https://timreview.ca/article/export/bibtex/249,Gijs Hillenius,1913-6102,"Open source licenses allow public administrations to change, share and re-use their applications freely. Open standards allow for connectivity and interoperability between the applications. For a wider use of open source software by public administrations, it is equally important to require the use of open standards in the public sector. Open source projects can face difficulties when using proprietary standards, especially if these latter require usage royalties.

The member states of the European Union made steady progress in 2008 in developing information technology policies on open source and open standards. Spain and France have taken the lead, yet in all EU member states examples of administrations using open source software can be found. Europe\textquoterights competition commissioner Neelie Kroes warned the EU\textquoterights institutions to follow suit and use open standards: ""I know a smart business decision when I see one"".

This article provides an overview of the advancements and some of the setbacks of the implementation of open source and open standards by public administrations in the 27 member states of the European Union in 2008. It is mostly based on the news items the author wrote for the European Union\textquoterights Open Source Observatory and Repository.
",Ottawa,Articles,Talent First Network,05/2009,2009,Open Source Business Resource,The Steady March of the European Penguins,article,249,,,,,
250,http://timreview.ca/article/250,,https://timreview.ca/article/export/bibtex/250,Edgy Paiva,1913-6102,"In most countries, government initiatives that encourage the use of open source software are primarily motivated by the goal of reducing costs. In Brazil, the goal is different. According to Rog?rio Santanna, Secretary of Logistics and IT at the Brazilian Ministry of Planning, Budget and Management, ""open source is a strategic choice of the Brazilian Federal Government since 2003 because it reduces costs, increases the competition, creates jobs and develops the knowledge and intelligence of our country. Our preference for open source is not motivated only by economic aspects. But there is also the possibility to develop new products, distribute the knowledge, access to new technologies and to stimulate the development of software in collaborative environments"". 

This article shows how the Brazilian Government is using OSS, gives some examples of successful Brazilian projects that use OSS, explains some difficulties for implementing OSS, and makes a comparison of the advantages and disadvantages of using OSS.",Ottawa,Articles,Talent First Network,05/2009,2009,Open Source Business Resource,Use of Open Source Software by the Brazilian Government,article,250,,,,,
251,http://timreview.ca/article/251,,https://timreview.ca/article/export/bibtex/251,Mike Gifford,1913-6102,"Canada is at the tipping point for acceptance of open source. Open source software and culture has reached a critical mass in the business world and it is also being actively deployed within the Canadian government. While open source has contributed outstanding code, its impacts are even more profound, raising core values of participation, co-operation and standardization. However, like many large institutions, there has been reluctance to modernize its official position regarding this approach to software development. There is still considerable investment in existing procurement practice and thousands of jobs and billions of dollars are being invested in old information technology (IT) solutions.

This article discusses the global momentum in federal government departments to support open source as well as some of the problems with the federal government\textquoterights procurement process. However, despite the problems and relatively slow adoption of open source technology, there is movement for adoption. Federal government policies may be lagging behind other G7 governments, but it is being implemented across the civil service. There are also many people within government, at all levels, who understand the advantages of using open source.",Ottawa,Articles,Talent First Network,05/2009,2009,Open Source Business Resource,The Feds are Ready for a Change,article,251,,,,,
252,http://timreview.ca/article/252,,https://timreview.ca/article/export/bibtex/252,Darlene Meskell,1913-6102,"The focus of the Spring 2009 Intergovernmental Solutions Newsletter was Transparency and Open Government. The introductory article, republished here with permission, introduced the topic and the rest of the Newsletter. It provides an overview of current initiatives in both the United States and other parts of the world. Other articles from the Newsletter are referenced by page number. 
",Ottawa,Articles,Talent First Network,05/2009,2009,Open Source Business Resource,Transparency in Government,article,252,,,,,
253,http://timreview.ca/article/253,,https://timreview.ca/article/export/bibtex/253,Tom Schmit and Zigmunds Zitmanis,1913-6102,This article discusses the reasons for the decision of Riga Technical University (RTU) in Latvia to choose an open source product as the application to create ORTUS. ORTUS is an acronym for Open Riga Technical University Services and provides the single point of entry into electronic services for the University.,Ottawa,Articles,Talent First Network,05/2009,2009,Open Source Business Resource,Use of Moodle for Single Entry Portal at Riga Technical University,article,253,,,,,
255,http://timreview.ca/article/255,,https://timreview.ca/article/export/bibtex/255,Dru Lavigne and Rikki Kite,1913-6102,"Whether you look at industry studies, online articles, or perhaps even around your own company, you\textquoterightll see that women make up a small percent of the people working in free/libre and open source software (F/LOSS). Over the years there\textquoterights been a growing interest in why so few women participate in this rapidly growing community and, more importantly, what can be done to help encourage more participation. Fortunately, members of the community - both male and female - are actively ramping up their efforts to attract more women to the F/LOSS community.

Resources such as LinuxChix.org, the Geek Feminism Wiki, as well as publications, blogs, and articles written by and about women, draw attention to this growing, influential group of F/LOSS participants. Events, such as the Women in Open Source track at the Southern California Linux Expo, help women network and connect with other members of the F/LOSS community, while also increasing their visibility.

In this issue of the Open Source Business Resource, innovative, energetic women discuss their specific projects, what other women in the field are doing, and their efforts to promote F/LOSS to people within their communities and internationally.",Ottawa,Editorial,Talent First Network,06/2009,2009,Open Source Business Resource,Editorial: Women in Open Source (June 2009),article,255,,,,,
256,http://timreview.ca/article/256,,https://timreview.ca/article/export/bibtex/256,Cathy Malmrose,1913-6102,"When attending conferences, working with various open source teams, and generally interacting with people in the open source world, we see women as a small representative minority. The disparity leaves us wondering: ""How to activate the other 50% of the population?"".

The question, ""How do we include more women?"" has been asked many times and answered in many ways. Cathy Malmrose, CEO of ZaReason, a Linux hardware company, stated, ""possibly the most immediately effective solution is to showcase women internationally and their contributions. By simply talking about what women are doing all over the world, it creates an atmosphere of acceptance, encouraging more women to try contributing, no matter where they are located or what their situation is. Our goal is to normalize the experience of having women on open source projects"". This issue of OSBR is a powerful effort to do just that.

This article provides a glance at women in open source internationally. It is by no means comprehensive and is based solely on a random sampling of women who are currently contributing. The goal of this article is to give you a sense of the breadth and depth of women contributing to open source.",Ottawa,Articles,Talent First Network,06/2009,2009,Open Source Business Resource,An International Look at Women in Open Source,article,256,,,,,
